# target name	accession	tlen	query name	accession	qlen	E-value	score	bias	#	of	c-Evalue	i-Evalue	score	bias	from	to	from	to	from	to	acc	description of target
zf-H2C2_5	PF13909.7	25	Tdel_MIG2/MIG3	-	331	0.18	11.6	0.1	2	4	0.004	10	6	1.8	17	25	33	41	33	41	0.95	C2H2-type zinc-finger domain
zf-H2C2_5	PF13909.7	25	Tdel_MIG2/MIG3	-	331	0.18	11.6	0.1	3	4	7.00E-05	0.18	11.6	0.1	12	25	58	71	56	71	0.88	C2H2-type zinc-finger domain
zf-H2C2_5	PF13909.7	25	Tdel_MIG2/MIG3	-	331	0.18	11.6	0.1	4	4	2	5.30E+03	-2.7	0.1	9	17	297	305	297	305	0.84	C2H2-type zinc-finger domain
zf-C2HE	PF16278.6	63	Tdel_MIG2/MIG3	-	331	0.47	11	8.1	1	2	0.0048	12	6.4	2.3	34	60	13	39	2	42	0.9	C2HE / C2H2 / C2HC zinc-binding finger
zf-C2HE	PF16278.6	63	Tdel_MIG2/MIG3	-	331	0.47	11	8.1	2	2	0.0026	6.8	7.3	0.3	42	60	51	69	41	72	0.81	C2HE / C2H2 / C2HC zinc-binding finger
zf-C2HC_2	PF13913.7	25	Tdel_MIG2/MIG3	-	331	1.6	8.8	5.6	1	2	0.02	53	3.9	1.7	4	12	18	26	17	28	0.89	zinc-finger of a C2HC-type
zf-C2HC_2	PF13913.7	25	Tdel_MIG2/MIG3	-	331	1.6	8.8	5.6	2	2	0.0035	9.1	6.3	0.1	8	22	52	67	51	68	0.92	zinc-finger of a C2HC-type
zf-C2H2	PF00096.27	23	Zrou_MIG2/MIG3	-	172	1.00E-10	41.4	15.8	1	2	1.60E-06	0.0024	18.2	5.5	1	23	14	36	14	36	0.99	Zinc finger, C2H2 type
zf-C2H2	PF00096.27	23	Zrou_MIG2/MIG3	-	172	1.00E-10	41.4	15.8	2	2	6.60E-10	1.00E-06	28.9	2.6	1	23	42	66	42	66	0.97	Zinc finger, C2H2 type
zf-H2C2_2	PF13465.7	26	Zrou_MIG2/MIG3	-	172	4.50E-10	39.5	16.8	1	3	0.0054	8.2	7.1	0.1	13	24	12	23	9	25	0.87	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Zrou_MIG2/MIG3	-	172	4.50E-10	39.5	16.8	2	3	1.60E-09	2.40E-06	27.8	6.3	3	25	30	54	28	55	0.9	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Zrou_MIG2/MIG3	-	172	4.50E-10	39.5	16.8	3	3	0.00032	0.48	11	0.6	2	12	59	69	58	78	0.88	Zinc-finger double domain
zf-C2H2_4	PF13894.7	24	Zrou_MIG2/MIG3	-	172	3.80E-08	33.5	13.1	1	2	4.90E-06	0.0075	17	3.7	1	23	14	36	14	37	0.97	C2H2-type zinc finger
zf-C2H2_4	PF13894.7	24	Zrou_MIG2/MIG3	-	172	3.80E-08	33.5	13.1	2	2	1.30E-07	0.0002	21.9	2	1	23	42	66	42	67	0.94	C2H2-type zinc finger
zf-C2H2_jaz	PF12171.9	27	Zrou_MIG2/MIG3	-	172	1.90E-05	24.8	5.5	1	2	1.20E-06	0.0018	18.5	1.4	2	27	14	43	13	43	0.93	Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz	PF12171.9	27	Zrou_MIG2/MIG3	-	172	1.90E-05	24.8	5.5	2	2	0.0021	3.2	8.2	0.1	7	24	49	66	49	66	0.95	Zinc-finger double-stranded RNA-binding
zf-H2C2_5	PF13909.7	25	Zrou_MIG2/MIG3	-	172	0.0082	15.9	0.2	1	4	1.6	2.50E+03	-1.6	0.2	1	6	14	19	14	20	0.83	C2H2-type zinc-finger domain
zf-H2C2_5	PF13909.7	25	Zrou_MIG2/MIG3	-	172	0.0082	15.9	0.2	2	4	0.0032	4.9	7	1.8	17	25	30	38	30	38	0.95	C2H2-type zinc-finger domain
zf-H2C2_5	PF13909.7	25	Zrou_MIG2/MIG3	-	172	0.0082	15.9	0.2	3	4	4.8	7.30E+03	-3.1	0.2	2	4	43	45	42	46	0.61	C2H2-type zinc-finger domain
zf-H2C2_5	PF13909.7	25	Zrou_MIG2/MIG3	-	172	0.0082	15.9	0.2	4	4	5.40E-06	0.0082	15.9	0.2	12	25	55	68	52	68	0.9	C2H2-type zinc-finger domain
FOXP-CC	PF16159.6	69	Zrou_MIG2/MIG3	-	172	0.014	16.1	0.1	1	1	1.70E-05	0.026	15.3	0.1	6	39	43	76	40	87	0.84	FOXP coiled-coil domain
zf-met	PF12874.8	25	Zrou_MIG2/MIG3	-	172	0.023	15.1	2.5	1	2	0.0011	1.7	9.2	0.4	1	19	14	32	14	37	0.74	Zinc-finger of C2H2 type
zf-met	PF12874.8	25	Zrou_MIG2/MIG3	-	172	0.023	15.1	2.5	2	2	0.014	21	5.7	0.1	6	22	49	65	48	67	0.92	Zinc-finger of C2H2 type
zf-C2HE	PF16278.6	63	Zrou_MIG2/MIG3	-	172	0.064	13.7	3.8	1	2	0.0032	4.9	7.7	0.3	35	60	11	36	5	39	0.91	C2HE / C2H2 / C2HC zinc-binding finger
zf-C2HE	PF16278.6	63	Zrou_MIG2/MIG3	-	172	0.064	13.7	3.8	2	2	0.0063	9.6	6.8	0.3	43	60	49	66	40	68	0.85	C2HE / C2H2 / C2HC zinc-binding finger
DUF629	PF04780.13	466	Zrou_MIG2/MIG3	-	172	0.26	9.9	3.6	1	2	0.046	70	1.9	1.8	56	82	13	38	4	46	0.8	Protein of unknown function (DUF629)
DUF629	PF04780.13	466	Zrou_MIG2/MIG3	-	172	0.26	9.9	3.6	2	2	0.00055	0.84	8.2	0.1	59	101	44	87	40	89	0.89	Protein of unknown function (DUF629)
zf-C2H2_6	PF13912.7	27	Zrou_MIG2/MIG3	-	172	0.29	11.2	14.6	1	2	0.049	75	3.5	5.1	2	14	14	26	14	34	0.82	C2H2-type zinc finger
zf-C2H2_6	PF13912.7	27	Zrou_MIG2/MIG3	-	172	0.29	11.2	14.6	2	2	0.00024	0.36	10.9	1.9	7	24	49	66	42	68	0.9	C2H2-type zinc finger
zf-C2HC_2	PF13913.7	25	Zrou_MIG2/MIG3	-	172	0.5	10.4	10.9	1	2	0.0095	14	5.7	2.9	4	12	15	23	14	25	0.89	zinc-finger of a C2HC-type
zf-C2HC_2	PF13913.7	25	Zrou_MIG2/MIG3	-	172	0.5	10.4	10.9	2	2	0.00078	1.2	9.2	1.1	6	22	47	64	42	65	0.91	zinc-finger of a C2HC-type
zf-C2H2_8	PF15909.6	98	Zrou_MIG2/MIG3	-	172	0.78	10.1	0.1	1	3	0.26	4.00E+02	1.4	0.9	64	91	11	36	5	43	0.71	C2H2-type zinc ribbon
zf-C2H2_8	PF15909.6	98	Zrou_MIG2/MIG3	-	172	0.78	10.1	0.1	2	3	0.00051	0.78	10.1	0.1	2	34	44	76	41	82	0.87	C2H2-type zinc ribbon
zf-C2H2_8	PF15909.6	98	Zrou_MIG2/MIG3	-	172	0.78	10.1	0.1	3	3	7.2	1.10E+04	-3.2	0	3	18	129	144	127	160	0.54	C2H2-type zinc ribbon
zf-C2H2	PF00096.27	23	Scer_MIG3	-	395	9.80E-07	28.9	20.2	1	3	6.00E-05	0.22	12.1	5.4	1	23	17	39	17	39	0.99	Zinc finger, C2H2 type
zf-C2H2	PF00096.27	23	Scer_MIG3	-	395	9.80E-07	28.9	20.2	2	3	2.00E-09	7.20E-06	26.2	2.5	1	23	45	69	45	69	0.97	Zinc finger, C2H2 type
zf-C2H2	PF00096.27	23	Scer_MIG3	-	395	9.80E-07	28.9	20.2	3	3	5	1.80E+04	-3.4	0.1	8	13	255	260	254	260	0.83	Zinc finger, C2H2 type
zf-H2C2_2	PF13465.7	26	Scer_MIG3	-	395	2.60E-05	24.5	17.5	1	3	0.0075	27	5.4	0.1	12	24	14	26	12	28	0.87	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Scer_MIG3	-	395	2.60E-05	24.5	17.5	2	3	7.00E-07	0.0025	18.2	6.1	3	25	33	57	31	58	0.91	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Scer_MIG3	-	395	2.60E-05	24.5	17.5	3	3	0.0021	7.6	7.2	0.9	2	11	62	71	61	77	0.87	Zinc-finger double domain
zf-C2H2_4	PF13894.7	24	Scer_MIG3	-	395	8.70E-05	23.1	12.6	1	2	0.00086	3.1	8.9	3.4	1	19	17	35	17	40	0.88	C2H2-type zinc finger
zf-C2H2_4	PF13894.7	24	Scer_MIG3	-	395	8.70E-05	23.1	12.6	2	2	5.10E-07	0.0019	18.9	1.9	1	23	45	69	45	70	0.95	C2H2-type zinc finger
zf-C2H2_jaz	PF12171.9	27	Scer_MIG3	-	395	0.011	16	3.9	1	2	0.00045	1.6	9.1	0.6	2	23	17	38	16	46	0.77	Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz	PF12171.9	27	Scer_MIG3	-	395	0.011	16	3.9	2	2	0.0016	5.8	7.3	0.1	7	24	52	69	52	71	0.95	Zinc-finger double-stranded RNA-binding
zf-H2C2_5	PF13909.7	25	Scer_MIG3	-	395	0.081	12.7	0.5	1	3	0.93	3.40E+03	-2.1	0.1	1	7	17	23	17	23	0.89	C2H2-type zinc-finger domain
zf-H2C2_5	PF13909.7	25	Scer_MIG3	-	395	0.081	12.7	0.5	2	3	0.73	2.70E+03	-1.7	1.8	17	25	33	41	33	41	0.92	C2H2-type zinc-finger domain
zf-H2C2_5	PF13909.7	25	Scer_MIG3	-	395	0.081	12.7	0.5	3	3	2.20E-05	0.081	12.7	0.5	12	25	58	71	56	71	0.89	C2H2-type zinc-finger domain
zf-H2C2_2	PF13465.7	26	Smik_MIG3	-	389	7.90E-08	32.4	18.7	1	3	0.012	27	5.5	0.1	12	24	14	26	12	28	0.87	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Smik_MIG3	-	389	7.90E-08	32.4	18.7	2	3	5.20E-09	1.20E-05	25.5	7.5	3	25	33	57	31	58	0.94	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Smik_MIG3	-	389	7.90E-08	32.4	18.7	3	3	0.0022	5.1	7.7	0.8	2	11	62	71	61	77	0.82	Zinc-finger double domain
zf-C2H2	PF00096.27	23	Smik_MIG3	-	389	2.60E-06	27.6	16.9	1	2	3.10E-05	0.071	13.6	5.8	1	23	17	39	17	39	0.99	Zinc finger, C2H2 type
zf-C2H2	PF00096.27	23	Smik_MIG3	-	389	2.60E-06	27.6	16.9	2	2	5.90E-07	0.0014	19	3.3	1	23	45	69	45	69	0.96	Zinc finger, C2H2 type
zf-C2H2_4	PF13894.7	24	Smik_MIG3	-	389	7.70E-06	26.3	14.7	1	2	1.60E-05	0.035	14.9	4.4	1	23	17	39	17	40	0.97	C2H2-type zinc finger
zf-C2H2_4	PF13894.7	24	Smik_MIG3	-	389	7.70E-06	26.3	14.7	2	2	5.60E-06	0.013	16.3	2.6	1	23	45	69	45	70	0.94	C2H2-type zinc finger
zf-C2H2_jaz	PF12171.9	27	Smik_MIG3	-	389	0.001	19.3	3.4	1	2	2.50E-05	0.056	13.7	1.1	2	27	17	46	16	46	0.93	Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz	PF12171.9	27	Smik_MIG3	-	389	0.001	19.3	3.4	2	2	0.013	31	5	0	6	24	51	69	50	70	0.92	Zinc-finger double-stranded RNA-binding
MTBP_C	PF14920.7	257	Smik_MIG3	-	389	0.013	15.3	2.1	1	2	5.60E-06	0.013	15.3	2.1	74	138	48	114	41	144	0.78	MDM2-binding
MTBP_C	PF14920.7	257	Smik_MIG3	-	389	0.013	15.3	2.1	2	2	8	1.80E+04	-6.9	9.9	110	143	201	234	138	339	0.51	MDM2-binding
zf-C2HE	PF16278.6	63	Smik_MIG3	-	389	1.1	9.8	4	1	2	0.0083	19	5.8	0.2	35	60	14	39	6	42	0.92	C2HE / C2H2 / C2HC zinc-binding finger
zf-C2HE	PF16278.6	63	Smik_MIG3	-	389	1.1	9.8	4	2	2	0.018	42	4.7	0.5	43	62	52	71	43	72	0.74	C2HE / C2H2 / C2HC zinc-binding finger
zf-C2H2_6	PF13912.7	27	Smik_MIG3	-	389	2.3	8.4	14.9	1	2	0.099	2.30E+02	2	5	2	14	17	29	17	37	0.81	C2H2-type zinc finger
zf-C2H2_6	PF13912.7	27	Smik_MIG3	-	389	2.3	8.4	14.9	2	2	0.00023	0.53	10.4	2.3	5	24	50	69	45	70	0.88	C2H2-type zinc finger
zf-H2C2_5	PF13909.7	25	Smik_MIG3	-	389	6.6	6.6	16.2	1	3	1.5	3.40E+03	-2	0.1	1	7	17	23	17	23	0.89	C2H2-type zinc-finger domain
zf-H2C2_5	PF13909.7	25	Smik_MIG3	-	389	6.6	6.6	16.2	2	3	0.005	12	5.8	1.6	17	25	33	41	33	41	0.95	C2H2-type zinc-finger domain
zf-H2C2_5	PF13909.7	25	Smik_MIG3	-	389	6.6	6.6	16.2	3	3	0.00062	1.4	8.7	2.8	14	25	60	71	46	71	0.87	C2H2-type zinc-finger domain
zf-C2H2	PF00096.27	23	Skud_MIG3	-	395	1.10E-07	31.9	17.7	1	2	1.60E-05	0.072	13.6	5.8	1	23	17	39	17	39	0.99	Zinc finger, C2H2 type
zf-C2H2	PF00096.27	23	Skud_MIG3	-	395	1.10E-07	31.9	17.7	2	2	1.30E-08	6.00E-05	23.3	4.1	1	23	45	69	45	69	0.99	Zinc finger, C2H2 type
zf-H2C2_2	PF13465.7	26	Skud_MIG3	-	395	3.40E-07	30.4	19	1	4	0.01	46	4.7	0.1	13	24	15	26	11	28	0.87	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Skud_MIG3	-	395	3.40E-07	30.4	19	2	4	2.00E-09	9.00E-06	25.9	6.5	3	25	33	57	31	58	0.94	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Skud_MIG3	-	395	3.40E-07	30.4	19	3	4	0.0013	6.2	7.5	0.4	2	10	62	70	61	88	0.8	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Skud_MIG3	-	395	3.40E-07	30.4	19	4	4	2.7	1.20E+04	-2.9	0	6	12	303	309	303	312	0.74	Zinc-finger double domain
zf-C2H2_4	PF13894.7	24	Skud_MIG3	-	395	3.30E-06	27.5	14.9	1	2	7.90E-06	0.036	14.9	4.4	1	23	17	39	17	40	0.97	C2H2-type zinc finger
zf-C2H2_4	PF13894.7	24	Skud_MIG3	-	395	3.30E-06	27.5	14.9	2	2	1.30E-06	0.006	17.4	2.8	1	23	45	69	45	70	0.95	C2H2-type zinc finger
zf-C2H2_jaz	PF12171.9	27	Skud_MIG3	-	395	0.042	14.2	6.2	1	2	4.80E-05	0.22	11.9	0.3	2	24	17	39	16	39	0.93	Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz	PF12171.9	27	Skud_MIG3	-	395	0.042	14.2	6.2	2	2	0.013	58	4.1	1.1	7	24	52	69	50	69	0.91	Zinc-finger double-stranded RNA-binding
zf-C2H2	PF00096.27	23	Suva_MIG3	-	407	6.90E-07	29.4	17.5	1	2	0.00019	0.56	10.8	7.1	1	23	17	39	17	39	0.99	Zinc finger, C2H2 type
zf-C2H2	PF00096.27	23	Suva_MIG3	-	407	6.90E-07	29.4	17.5	2	2	1.40E-08	4.40E-05	23.7	2.6	2	23	46	69	45	69	0.94	Zinc finger, C2H2 type
zf-H2C2_2	PF13465.7	26	Suva_MIG3	-	407	3.10E-06	27.4	21.3	1	3	0.001	3.1	8.4	0.4	13	24	15	26	10	28	0.87	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Suva_MIG3	-	407	3.10E-06	27.4	21.3	2	3	3.00E-08	9.10E-05	22.7	6.1	3	25	33	57	31	58	0.9	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Suva_MIG3	-	407	3.10E-06	27.4	21.3	3	3	0.0092	28	5.4	1.5	2	12	62	72	61	79	0.86	Zinc-finger double domain
zf-C2H2_4	PF13894.7	24	Suva_MIG3	-	407	5.50E-06	26.8	15.9	1	2	2.50E-05	0.077	13.9	5.9	1	23	17	39	17	40	0.97	C2H2-type zinc finger
zf-C2H2_4	PF13894.7	24	Suva_MIG3	-	407	5.50E-06	26.8	15.9	2	2	1.40E-06	0.0042	17.8	2.3	2	23	46	69	45	70	0.92	C2H2-type zinc finger
zf-C2H2_jaz	PF12171.9	27	Suva_MIG3	-	407	0.0038	17.5	6.6	1	2	0.00015	0.45	10.9	1.2	2	24	17	39	16	45	0.87	Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz	PF12171.9	27	Suva_MIG3	-	407	0.0038	17.5	6.6	2	2	0.00049	1.5	9.2	0.4	7	25	52	70	52	71	0.95	Zinc-finger double-stranded RNA-binding
zf-H2C2_5	PF13909.7	25	Suva_MIG3	-	407	0.097	12.5	0.2	1	3	0.51	1.50E+03	-1	1.3	1	7	17	23	17	23	0.92	C2H2-type zinc-finger domain
zf-H2C2_5	PF13909.7	25	Suva_MIG3	-	407	0.097	12.5	0.2	2	3	0.004	12	5.8	1.6	17	25	33	41	33	41	0.95	C2H2-type zinc-finger domain
zf-H2C2_5	PF13909.7	25	Suva_MIG3	-	407	0.097	12.5	0.2	3	3	3.20E-05	0.097	12.5	0.2	11	25	57	71	47	71	0.88	C2H2-type zinc-finger domain
zf-C2H2_8	PF15909.6	98	Suva_MIG3	-	407	9	6.7	9.8	1	3	0.13	4.10E+02	1.4	1.6	64	94	14	42	10	46	0.77	C2H2-type zinc ribbon
zf-C2H2_8	PF15909.6	98	Suva_MIG3	-	407	9	6.7	9.8	2	3	0.0011	3.4	8	0.1	2	30	47	75	46	102	0.81	C2H2-type zinc ribbon
zf-C2H2_8	PF15909.6	98	Suva_MIG3	-	407	9	6.7	9.8	3	3	0.28	8.40E+02	0.4	0.1	6	52	262	310	256	319	0.72	C2H2-type zinc ribbon
zf-H2C2_2	PF13465.7	26	Cgla_MIG3	-	319	2.90E-06	27.5	22.3	1	3	0.0051	19	5.9	0.3	12	24	17	29	15	31	0.88	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Cgla_MIG3	-	319	2.90E-06	27.5	22.3	2	3	9.90E-09	3.60E-05	24	9.9	3	25	36	60	34	61	0.94	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Cgla_MIG3	-	319	2.90E-06	27.5	22.3	3	3	0.0087	32	5.2	0.4	2	12	65	75	64	84	0.83	Zinc-finger double domain
zf-C2H2	PF00096.27	23	Cgla_MIG3	-	319	4.90E-06	26.7	18.3	1	2	8.20E-05	0.3	11.6	7	1	23	20	42	20	42	0.99	Zinc finger, C2H2 type
zf-C2H2	PF00096.27	23	Cgla_MIG3	-	319	4.90E-06	26.7	18.3	2	2	1.30E-07	0.00048	20.4	3.4	1	23	48	72	48	72	0.97	Zinc finger, C2H2 type
zf-C2H2_4	PF13894.7	24	Cgla_MIG3	-	319	2.80E-05	24.6	15.7	1	2	2.00E-05	0.075	13.9	5.3	1	23	20	42	20	43	0.97	C2H2-type zinc finger
zf-C2H2_4	PF13894.7	24	Cgla_MIG3	-	319	2.80E-05	24.6	15.7	2	2	5.20E-06	0.019	15.8	2.7	1	23	48	72	48	73	0.94	C2H2-type zinc finger
zf-C2H2_jaz	PF12171.9	27	Cgla_MIG3	-	319	0.0017	18.6	3.9	1	2	1.10E-05	0.04	14.2	1.9	2	27	20	49	19	49	0.93	Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz	PF12171.9	27	Cgla_MIG3	-	319	0.0017	18.6	3.9	2	2	0.02	72	3.8	0	7	20	55	68	53	72	0.89	Zinc-finger double-stranded RNA-binding
zf-C2H2_6	PF13912.7	27	Cgla_MIG3	-	319	2.4	8.3	14.2	1	2	0.065	2.40E+02	1.9	5.3	2	14	20	32	20	40	0.82	C2H2-type zinc finger
zf-C2H2_6	PF13912.7	27	Cgla_MIG3	-	319	2.4	8.3	14.2	2	2	0.00019	0.7	10	1.6	6	26	54	74	48	75	0.87	C2H2-type zinc finger
zf-C2H2	PF00096.27	23	Kfar_MIG3	-	392	6.70E-05	23.1	18	1	2	0.00011	0.34	11.5	6.1	1	23	17	39	17	39	0.99	Zinc finger, C2H2 type
zf-C2H2	PF00096.27	23	Kfar_MIG3	-	392	6.70E-05	23.1	18	2	2	2.20E-06	0.0068	16.8	4.1	2	23	46	69	45	69	0.93	Zinc finger, C2H2 type
zf-C2H2_4	PF13894.7	24	Kfar_MIG3	-	392	0.00021	21.9	15.1	1	2	4.10E-05	0.12	13.3	4.8	1	23	17	39	17	40	0.97	C2H2-type zinc finger
zf-C2H2_4	PF13894.7	24	Kfar_MIG3	-	392	0.00021	21.9	15.1	2	2	3.00E-05	0.092	13.7	2.6	2	23	46	69	45	70	0.92	C2H2-type zinc finger
zf-H2C2_2	PF13465.7	26	Kfar_MIG3	-	392	0.00032	21	16.7	1	3	0.0055	17	6.1	0.1	12	24	14	26	12	28	0.86	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Kfar_MIG3	-	392	0.00032	21	16.7	2	3	1.90E-06	0.0059	17	8	3	25	33	57	31	58	0.89	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Kfar_MIG3	-	392	0.00032	21	16.7	3	3	0.084	2.60E+02	2.4	0.2	2	9	62	69	61	72	0.92	Zinc-finger double domain
zf-C2H2_jaz	PF12171.9	27	Kfar_MIG3	-	392	0.01	16.1	5.8	1	2	1.60E-05	0.048	14	0.4	2	24	17	39	16	45	0.87	Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz	PF12171.9	27	Kfar_MIG3	-	392	0.01	16.1	5.8	2	2	0.016	50	4.4	0.7	7	22	52	67	52	70	0.88	Zinc-finger double-stranded RNA-binding
FOXP-CC	PF16159.6	69	Kfar_MIG3	-	392	0.076	13.8	0.2	1	1	5.90E-05	0.18	12.6	0.2	6	30	46	70	43	89	0.82	FOXP coiled-coil domain
zf-H2C2_5	PF13909.7	25	Kfar_MIG3	-	392	5.5	6.9	7	1	2	0.0038	12	5.8	1.6	17	25	33	41	33	41	0.95	C2H2-type zinc-finger domain
zf-H2C2_5	PF13909.7	25	Kfar_MIG3	-	392	5.5	6.9	7	2	2	0.032	97	2.9	0.3	12	23	58	69	57	71	0.85	C2H2-type zinc-finger domain
zf-H2C2_2	PF13465.7	26	Knag_MIG3	-	339	8.30E-08	32.4	16.8	1	3	0.00038	1.2	9.8	0.2	13	24	15	26	7	28	0.87	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Knag_MIG3	-	339	8.30E-08	32.4	16.8	2	3	9.40E-10	2.80E-06	27.5	6	3	25	33	57	31	58	0.93	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Knag_MIG3	-	339	8.30E-08	32.4	16.8	3	3	0.17	5.20E+02	1.4	0.2	2	9	62	69	61	71	0.89	Zinc-finger double domain
zf-C2H2	PF00096.27	23	Knag_MIG3	-	339	1.10E-07	32	14.8	1	2	2.80E-05	0.085	13.4	6	1	23	17	39	17	39	0.99	Zinc finger, C2H2 type
zf-C2H2	PF00096.27	23	Knag_MIG3	-	339	1.10E-07	32	14.8	2	2	1.80E-08	5.40E-05	23.4	1.5	1	23	45	69	45	69	0.97	Zinc finger, C2H2 type
zf-C2H2_4	PF13894.7	24	Knag_MIG3	-	339	1.60E-06	28.5	12.1	1	2	6.10E-06	0.019	15.8	4.8	1	23	17	39	17	40	0.97	C2H2-type zinc finger
zf-C2H2_4	PF13894.7	24	Knag_MIG3	-	339	1.60E-06	28.5	12.1	2	2	2.90E-06	0.009	16.8	0.7	1	23	45	69	45	70	0.95	C2H2-type zinc finger
zf-C2H2_jaz	PF12171.9	27	Knag_MIG3	-	339	0.01	16.1	0.7	1	2	2.10E-05	0.065	13.5	0.2	2	24	17	39	16	39	0.93	Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz	PF12171.9	27	Knag_MIG3	-	339	0.01	16.1	0.7	2	2	0.33	1.00E+03	0.2	0	7	20	52	65	50	67	0.89	Zinc-finger double-stranded RNA-binding
zf-C2H2_8	PF15909.6	98	Knag_MIG3	-	339	0.024	15	0.9	1	1	3.30E-05	0.1	13	0.9	19	60	30	69	16	86	0.79	C2H2-type zinc ribbon
Rad50_zn_hook	PF04423.15	52	Knag_MIG3	-	339	0.064	13.1	0.2	1	1	4.70E-05	0.14	12	0.2	21	33	18	30	10	36	0.77	Rad50 zinc hook motif
zf-C2H2	PF00096.27	23	Ncas_MIG3	-	289	1.90E-08	34.3	15.6	1	2	6.60E-06	0.017	15.6	5.6	1	23	17	39	17	39	0.99	Zinc finger, C2H2 type
zf-C2H2	PF00096.27	23	Ncas_MIG3	-	289	1.90E-08	34.3	15.6	2	2	1.50E-08	3.90E-05	23.9	2.3	1	23	45	69	45	69	0.96	Zinc finger, C2H2 type
zf-H2C2_2	PF13465.7	26	Ncas_MIG3	-	289	7.50E-07	29.3	19.5	1	3	0.0011	2.9	8.5	0.3	12	24	14	26	3	28	0.87	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Ncas_MIG3	-	289	7.50E-07	29.3	19.5	2	3	6.00E-08	0.00016	22	8.1	3	25	33	57	31	58	0.93	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Ncas_MIG3	-	289	7.50E-07	29.3	19.5	3	3	0.0071	18	6	0.3	2	11	62	71	61	72	0.89	Zinc-finger double domain
zf-C2H2_4	PF13894.7	24	Ncas_MIG3	-	289	1.10E-06	29	13	1	2	2.60E-06	0.0067	17.2	4.3	1	23	17	39	17	40	0.97	C2H2-type zinc finger
zf-C2H2_4	PF13894.7	24	Ncas_MIG3	-	289	1.10E-06	29	13	2	2	4.20E-06	0.011	16.5	1.4	2	23	46	69	45	70	0.89	C2H2-type zinc finger
zf-C2H2_jaz	PF12171.9	27	Ncas_MIG3	-	289	0.0011	19.2	0.5	1	2	4.10E-05	0.11	12.8	0.2	2	24	17	39	16	45	0.87	Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz	PF12171.9	27	Ncas_MIG3	-	289	0.0011	19.2	0.5	2	2	0.018	48	4.4	0	6	22	51	67	50	67	0.94	Zinc-finger double-stranded RNA-binding
zf-C2H2_6	PF13912.7	27	Ncas_MIG3	-	289	0.23	11.6	10.3	1	2	0.0065	17	5.6	3.7	2	14	17	29	17	37	0.81	C2H2-type zinc finger
zf-C2H2_6	PF13912.7	27	Ncas_MIG3	-	289	0.23	11.6	10.3	2	2	0.00094	2.4	8.3	0.5	7	20	52	65	45	71	0.87	C2H2-type zinc finger
zf-H2C2_5	PF13909.7	25	Ncas_MIG3	-	289	0.27	11.1	9.7	1	3	0.55	1.40E+03	-0.9	0.1	1	7	17	23	17	23	0.9	C2H2-type zinc-finger domain
zf-H2C2_5	PF13909.7	25	Ncas_MIG3	-	289	0.27	11.1	9.7	2	3	0.0032	8.2	6.3	1.6	17	25	33	41	33	41	0.95	C2H2-type zinc-finger domain
zf-H2C2_5	PF13909.7	25	Ncas_MIG3	-	289	0.27	11.1	9.7	3	3	0.00065	1.7	8.5	0.1	15	23	61	69	57	71	0.85	C2H2-type zinc-finger domain
zf-C2HE	PF16278.6	63	Ncas_MIG3	-	289	1.6	9.3	4.2	1	4	0.0067	18	5.9	0.2	35	60	14	39	6	42	0.92	C2HE / C2H2 / C2HC zinc-binding finger
zf-C2HE	PF16278.6	63	Ncas_MIG3	-	289	1.6	9.3	4.2	2	4	0.04	1.10E+02	3.4	0.2	42	60	51	69	44	71	0.87	C2HE / C2H2 / C2HC zinc-binding finger
zf-C2HE	PF16278.6	63	Ncas_MIG3	-	289	1.6	9.3	4.2	3	4	4.1	1.10E+04	-3	0	47	56	89	98	87	98	0.84	C2HE / C2H2 / C2HC zinc-binding finger
